housing_age,income,bedrooms,households,rooms,house_value
25,7.2655,.130825565912117,3.04521276595745,7.98936170212766,494000
30,6.8198,.1968787515006,2.5034965034965,5.82517482517483,493800
45,6.3521,.163414634146341,2.57990867579909,5.61643835616438,493400
5,6.9136,.15583596214511,2.81767955801105,8.75690607734807,493300
39,4.8304,.18913768461172,3.94736842105263,5.52368421052632,493200
30,6.8443,.190067443286327,2.23905723905724,5.49158249158249,492500
30,6.431,.120276742948377,2.78195488721805,7.06390977443609,492500
37,3.6875,.254251012145749,1.61952861952862,4.15824915824916,492300
34,7.3151,.162677636499626,2.52204176334107,6.20417633410673,492200
23,5.9254,.168037075796083,2.94269340974212,6.38872970391595,491200
33,7.9625,.157380815623205,2.20224719101124,6.52059925093633,490800
39,7.8496,.153846153846154,2.45777777777778,6.52888888888889,490800
35,7.2096,.164035322451164,2.23842195540309,6.40994854202401,490300
43,5.3403,.162743779421654,2.73279352226721,6.02024291497976,489800
48,3.0417,.2401300510915,3.6078431372549,4.69063180827887,489600
48,5.6302,.167236662106703,2.29504950495049,5.79009900990099,489000
34,2.3187,.210926365795724,1.92118226600985,5.18472906403941,488900
41,6.015,.15934356802541,2.88489208633094,6.79496402877698,488500
37,6.0762,.145594667777546,2.69513991163476,7.07069219440353,487800
35,3.7778,.163690476190476,2.34131736526946,6.03592814371257,487500
30,3.4048,.214548126377663,1.63541666666667,7.08854166666667,487100
43,4.1797,.167060212514758,2.52434456928839,6.34456928838951,486800
40,5.2035,.171884984025559,3.08208955223881,5.83955223880597,485700
12,8.3209,.139885374655063,3.36392914653784,7.58615136876006,485400
30,7.0813,.178130511463845,3.21774193548387,6.09677419354839,485300
14,5.8393,.181890389197776,2.2487922705314,6.08212560386473,485300
17,8.0595,.129203539823009,3.04927536231884,8.18840579710145,485000
24,4.9044,.238709677419355,2.01968503937008,4.88188976377953,485000
25,3.3989,.282594594594595,1.46011754827876,3.88329135180521,485000
36,7.1615,.155603140613847,2.96444444444444,6.22666666666667,484700
34,5.6315,.234352941176471,2.24786324786325,4.54059829059829,484600
40,6.0876,.180152671755725,1.8655462184874,5.50420168067227,483800
41,7.419,.144756277695716,2.84437086092715,6.72516556291391,483700
33,6.4956,.173265219242231,2.55764075067024,6.29758713136729,483600
31,8.6454,.125353973947517,3.02283105022831,8.06240487062405,483500
50,9.532,.13006993006993,3.08457711442786,7.11442786069652,483300
15,8.1221,.144024514811032,2.8556338028169,6.8943661971831,483300
30,6.3624,.13013698630137,2.42307692307692,5.61538461538462,483300
28,3.3266,.290076335877863,1.59407305306685,3.5210199862164,483300
34,4.498,.228111273792094,1.77576601671309,4.75626740947075,482900
35,6.3612,.149948647723382,2.51084337349398,7.03855421686747,482700
33,6.8553,.156219102234526,2.70187165775401,6.76069518716578,482200
36,6.6321,.184233076263925,2.53808353808354,5.73464373464373,481500
29,7.6526,.144607843137255,2.56160458452722,7.01432664756447,481300
17,6.3892,.155605718585403,2.47771317829457,6.43895348837209,480800
19,6.323,.146075085324232,3.44418604651163,6.81395348837209,480800
36,5.3441,.169477911646586,2.29864253393665,5.63348416289593,480600
44,6.1014,.170054536440258,2.50785340314136,5.28010471204188,480100
49,5.1072,.180937359170798,2.22672064777328,5.98920377867746,479700
40,6.435,.221560452650387,1.86753246753247,4.36103896103896,479500
38,3.75,.165680473372781,3.06341463414634,5.77073170731707,478600
10,8.7991,.156902630865202,2.39294710327456,9.28715365239295,478500
20,4.5656,.206140350877193,1.77158034528552,5.14741035856574,478400
44,7.9213,.151792245793709,2.49292452830189,6.44811320754717,477800
25,8.058,.145589558955896,2.9478527607362,6.8159509202454,477300
24,5.9055,.154949784791966,2.35676392572944,6.47082228116711,477300
24,3.9673,.247651356993737,1.80627099664054,4.29115341545353,477300
36,7.2772,.134777376654633,2.81323877068558,7.85815602836879,477200
38,7.9059,.162482566248257,2.50684931506849,6.54794520547945,477100
20,3.55,.183786891529322,2.70823529411765,6.13882352941176,476700
36,7.8407,.142889441555505,2.82730263157895,7.27467105263158,476400
47,5.0203,.188461538461538,2.47096774193548,5.59139784946237,476300
29,7.0309,.217758985200846,4.1264367816092,5.4367816091954,475000
6,3.7292,.236363636363636,2.875,4.58333333333333,475000
28,2.9125,.295481335952849,2.27982326951399,3.74815905743741,475000
20,2.4444,.136842105263158,2.06666666666667,6.33333333333333,475000
21,1.8214,.376262626262626,2.59775280898876,2.96629213483146,475000
26,7.7643,.14907063197026,2.94638694638695,6.27039627039627,474700
28,7.7464,.140845070422535,2.78205128205128,7.28205128205128,474600
28,4.7475,.19988986784141,2.05278592375367,5.32551319648094,474600
33,7.6685,.155048076923077,2.71782178217822,6.17821782178218,474300
47,5.7509,.193707587908698,2.32797427652733,5.21221864951769,474100
19,7.8013,.14500475737393,2.44551724137931,7.24827586206897,474000
30,7.9813,.138576779026217,2.6953316953317,7.21621621621622,473500
6,8.3837,.13088491717524,3.19595782073814,8.06326889279438,473400
46,6.0436,.195254764683003,2.44510978043912,5.13173652694611,473000
39,6.6136,.175585284280936,2.30788177339901,5.89162561576355,472800
24,8.1325,.143306169965076,2.88709677419355,7.29202037351443,472700
42,6.2356,.224934036939314,1.9388379204893,4.63608562691132,472700
34,6.077,.186011150532184,2.44347826086957,5.71884057971014,472700
35,8.3841,.142760027192386,3.35616438356164,6.71689497716895,472200
39,8.468,.174816096927737,2.74736842105263,6.08157894736842,472100
34,5.2333,.239833159541189,1.9492385786802,4.86802030456853,471400
37,5.2416,.185966633954858,2.19685039370079,5.3490813648294,471300
44,4.793,.218390804597701,2.27455357142857,4.85491071428571,470800
27,4.1365,.250793650793651,1.65250637213254,4.01444350042481,470800
36,8.3935,.14139110604333,2.47444089456869,7.00479233226837,470500
35,6.0441,.170481452249408,2.72774869109948,6.63350785340314,470000
21,5.6999,.221913236929922,2.04146341463415,4.38536585365854,470000
29,7.7932,.145330859616574,3.08130081300813,6.57317073170732,469900
32,7.1198,.15989847715736,1.86150234741784,7.39906103286385,469900
34,5.0976,.249920508744038,1.85969738651994,4.32599724896836,469800
27,9.5862,.129160457029309,2.86596583442838,7.93561103810775,469400
33,7.8904,.141861510791367,2.6671974522293,7.0828025477707,468800
51,4.3571,.371398078975454,1.58258258258258,2.81381381381381,468800
33,3.9792,.166635356002254,2.25675675675676,7.19324324324324,468000
3,8.4355,.158054711246201,2.60918253079507,7,467600
42,7.672,.165506573859242,2.11520737327189,5.95852534562212,467600
26,6.3719,.145969498910675,2.85569620253165,6.97215189873418,466900
39,7.5925,.13952735513111,2.71990740740741,7.15046296296296,466700
32,5.2121,.24748743718593,1.81474820143885,4.29496402877698,466700
43,3.1979,.282533054975644,1.82585751978892,3.79155672823219,466700
28,6.9257,.146222222222222,2.55727554179567,6.96594427244582,466400
32,6.3703,.165032679738562,2.27254901960784,6,465800
37,3.7852,.191324200913242,1.63333333333333,7.3,465800
39,6.2917,.192800488102502,2.14100486223663,5.3128038897893,465700
8,9.4356,.139013452914798,2.76470588235294,6.55882352941176,465600
27,7.3081,.144055106319257,2.95633187772926,7.29039301310044,464600
18,5.1032,.253056234718826,1.94305239179954,3.72665148063781,464600
40,3.1071,.286496350364964,1.875,3.95192307692308,464300
32,5.2888,.167707682698314,2.44609665427509,5.95167286245353,463800
35,7.313,.144686299615877,2.8245931283906,7.06148282097649,463700
20,3.6019,.299725651577503,1.82700421940928,3.69113924050633,463600
48,8.634,.163225806451613,2.32246376811594,5.61594202898551,463500
20,6.0362,.210410233789149,2.17600896860987,5.08295964125561,463500
41,4.4211,.205991124260355,2.19037656903766,5.65690376569038,462900
24,7.5286,.158887468030691,2.97881355932203,6.6271186440678,462700
34,7.2812,.144528393858153,2.73130434782609,7.13565217391304,462200
25,8.8281,.137349397590361,2.60329067641682,7.58683729433272,461600
43,3.7813,.217589576547231,1.91950464396285,4.75232198142415,461500
19,9.2327,.124944812362031,3.24014336917563,8.11827956989247,461300
44,5.5951,.152696209289909,2.24381625441696,6.61837455830389,461300
29,5.1335,.198274431723909,2.29461998292058,5.1468830059778,461200
43,2.9167,.262068965517241,1.572,4.64,461100
30,6.3434,.183254344391785,2.52028639618138,6.04295942720764,460400
43,4.4688,.212032993692382,2.12207792207792,5.35324675324675,460200
25,5.0049,.240684178375076,1.71240105540897,4.31926121372032,460000
25,4.0153,.24911158493248,1.73100303951368,4.27659574468085,460000
48,3.2794,.21667965705378,2.22352941176471,5.03137254901961,460000
30,6.7528,.156771439658518,2.87700534759358,6.8903743315508,459600
14,8.4262,.123669268985096,3.35441176470588,8.28823529411765,459200
44,4.6628,.1665868836764,2.6403785488959,6.58990536277603,459200
31,3.9798,.236269430051813,2.44390243902439,4.70731707317073,458600
48,3.5213,.222591362126246,2.02213279678068,4.84507042253521,458600
35,6.5842,.183964854475563,2.3006329113924,5.7626582278481,458500
25,4.0417,.221515326778485,2.18465909090909,4.91193181818182,458500
36,5.1271,.166912850812408,2.42433234421365,6.02670623145401,458300
27,3.4485,.211293941660434,2.25411334552102,4.88848263254113,458300
31,3.0744,.27653997378768,2.00634517766497,3.87309644670051,457700
22,4.8021,.192838196286472,2.1745406824147,4.94750656167979,457500
43,6.207,.163934426229508,2.78260869565217,6.18840579710145,457400
39,5.4088,.159978009895547,2.76978417266187,6.5431654676259,457300
7,4.642,.233587059942912,1.83294842186297,4.85450346420323,457300
29,6.912,.153085824493732,2.61244019138756,6.61562998405104,457200
35,6.8336,.144193725921849,2.51526717557252,6.93511450381679,457200
31,4.6528,.261068702290076,1.81612903225806,4.2258064516129,457100
19,9.9055,.118935837245696,3.16153846153846,9.83076923076923,456900
36,5.611,.178939034045922,2.25850340136054,5.72789115646258,456600
34,7.4559,.128944995491434,2.76588628762542,7.4180602006689,456500
33,7.7773,.198292220113852,2.48447204968944,6.54658385093168,456300
37,4.6364,.181818181818182,2.04132231404959,5.63636363636364,456300
45,3.0476,.255061793321062,1.94029850746269,4.3662456946039,456200
39,4.8611,.18938885157824,2.75185185185185,5.51481481481482,456100
38,6.8939,.205267938237965,1.91494252873563,5.06206896551724,455900
25,8.0727,.151271462725494,3.00750750750751,6.90840840840841,455500
37,5.2865,.169751116783663,2.40157480314961,6.16929133858268,455400
34,8.3678,.132852366707725,2.71369294605809,7.86030428769018,455300
26,3.2125,.230392156862745,1.59466666666667,4.352,455000
34,7.8588,.146971935007386,2.69434628975265,7.17667844522968,454800
27,4.7926,.200436681222707,2.64941176470588,5.38823529411765,454400
18,8.0074,.130616907844631,2.84627092846271,7.99391171993912,454100
9,4.89,.200487507617307,1.90265486725664,7.26106194690265,454100
37,9.1541,.133802816901408,2.87868852459016,7.91475409836066,453800
34,5.0602,.172131147540984,2.67752442996743,5.96091205211726,453700
34,6.1814,.145865434001027,3.03610108303249,7.02888086642599,453600
34,7.9606,.156533892382949,2.28636363636364,6.50454545454545,453400
39,3.1677,.227804244261585,1.59340659340659,4.22893772893773,453400
27,7.7743,.140617796219456,2.83699059561129,6.79937304075235,453100
44,4.4777,.182334161050018,2.50099403578529,5.60437375745527,452800
44,3.6,.181740125930166,1.66987951807229,8.41927710843373,452800
41,8.3252,.146590909090909,2.55555555555556,6.98412698412698,452600
38,4.9125,.211497211497211,1.93071593533487,5.38337182448037,452600
34,6.4319,.14402759810263,2.64325842696629,6.51404494382022,452300
16,7.9943,.125499231950845,2.96143958868895,8.36760925449872,452100
39,3.821,.25503355704698,1.71441360787825,4.53536257833483,452100
25,6.0577,.167653589933383,2.64779161947905,6.12004530011325,451800
34,6.4271,.14171974522293,2.64367816091954,7.2183908045977,451700
20,8.0683,.12639405204461,3.43288590604027,8.1241610738255,451500
24,8.2827,.127937336814621,3.03534609720177,8.46097201767305,451400
20,6.7578,.172634643377001,2.33815551537071,6.21157323688969,451400
23,8.5403,.125417130144605,2.82096069868996,7.85152838427948,451300
35,7.3023,.149274553571429,2.61152416356877,6.66171003717472,451300
34,5.6038,.15315517628565,2.6860119047619,6.62648809523809,451300
41,4.7734,.156921241050119,2.96862745098039,6.57254901960784,450800
17,8.8467,.136723910171731,3.59128978224456,7.60804020100503,450700
21,8.4196,.141856846473029,2.65794392523364,7.20747663551402,450700
32,6.1426,.146512935883015,2.57169459962756,6.6219739292365,450700
5,9.0776,.125104485929228,3.11245865490628,7.91400220507166,450400
8,8.8693,.160332808635035,2.38297872340426,6.30780141843972,450400
39,7.7108,.144765187419216,2.59587020648968,6.84660766961652,450000
35,6.4865,.159615384615385,2.43421052631579,6.84210526315789,450000
34,6.2946,.158229458153142,2.76489533011272,6.33011272141707,450000
17,6.1023,.210652304009575,2.89285714285714,6.63095238095238,450000
9,4.2109,.192896174863388,6.88636363636364,8.31818181818182,450000
16,4.0893,.237704918032787,1.81686046511628,4.61046511627907,450000
29,4.0432,.177393075356415,3.80309734513274,5.43141592920354,450000
25,3.9722,.257170402506628,1.749,4.149,450000
48,3.9375,.234910277324633,1.40151515151515,4.64393939393939,450000
16,3.875,.25,3,4,450000
30,3.744,.266251728907331,1.88953488372093,4.20348837209302,450000
31,3.6769,.256101426307448,1.62147651006711,4.23489932885906,450000
3,3.6667,.326315789473684,1.54248366013072,3.10457516339869,450000
48,3.6111,.286516853932584,1.87068965517241,3.83620689655172,450000
23,3.5649,.2834375,2.34295612009238,3.69515011547344,450000
25,3.2375,.377410468319559,1.92056074766355,3.39252336448598,450000
29,2.7824,.25544855549924,1.91324200913242,4.50456621004566,450000
32,2.725,.189086294416244,6.63498098859316,5.99239543726236,450000
24,2.6782,.407076047173648,1.42319749216301,2.56948798328109,450000
5,2.4233,.203821656050955,3.05555555555556,4.36111111111111,450000
29,2.2969,.32512315270936,1.53392330383481,4.19174041297935,450000
34,2.2402,.314524207011686,2.77296726504752,3.16261879619852,450000
20,2.2375,.328125,2.80952380952381,3.04761904761905,450000
27,2.1579,.311044776119403,2.24773413897281,5.06042296072508,450000
2,1.9667,.279503105590062,1.37869822485207,5.71597633136095,450000
39,1.7679,.177777777777778,2.44444444444444,5,450000
28,1.7306,.407049459920409,2.35967741935484,2.83709677419355,450000
28,1.5132,.417503586800574,1.31860036832413,2.56721915285451,450000
30,.8836,.405271828665568,2.4093567251462,2.66228070175439,450000
36,.8804,.398373983739837,1.06617647058824,2.71323529411765,450000
41,6.3406,.141637563057819,2.69321533923304,7.60176991150442,448300
35,5.8735,.181818181818182,2.32924961715161,5.81163859111792,448100
13,5.888,.184700206753963,2.29591836734694,5.92244897959184,447700
15,5.136,.145539906103286,2.95555555555556,9.46666666666667,447400
26,3.7125,.23,1.84745762711864,4.91525423728814,447400
25,7.7799,.143931795386158,2.48763250883392,7.04593639575972,447300
44,5,.155239327296248,3.34710743801653,6.38842975206612,447100
47,7.4046,.151136870263041,2.85579937304075,7.03134796238245,446800
25,5.0814,.199186018673689,2.69074778200253,5.29404309252218,446800
25,6.4246,.174608302374414,2.24535679374389,6.05180840664712,446700
41,6.4232,.182711198428291,2.61754385964912,5.35789473684211,446600
38,5.9277,.157671957671958,2.57399103139013,6.35650224215247,446600
36,6.8469,.127301841473179,2.53146853146853,8.73426573426574,446400
27,7.1262,.146746175784288,2.90818181818182,7.01272727272727,446200
31,6.8317,.158738738738739,2.85962877030162,6.4385150812065,446100
22,4.6065,.188061848256023,2.50193798449612,5.38953488372093,445900
18,7.4351,.161145062721132,2.57880434782609,8.44836956521739,445700
33,4.9583,.15858843537415,2.77158774373259,6.55153203342618,445700
32,5.1837,.212130937098845,2.03499079189687,5.73848987108656,445600
21,8.203,.133399701343952,2.85066162570888,7.59546313799622,445400
39,5.2249,.150674068199841,3.11764705882353,7.06442577030812,445200
40,2.2653,.298833270605947,2.86915887850467,3.54739652870494,445000
37,5.1584,.206051873198847,2.12015503875969,5.37984496124031,444700
40,5.2421,.185335132703554,2.51798561151079,5.33093525179856,444500
41,2.7254,.257022471910112,1.77019748653501,3.83482944344704,444400
43,6.4468,.155622870124953,2.27702702702703,5.9481981981982,444200
8,8.5957,.124455732946299,3.07352941176471,8.10588235294118,444100
32,7.3521,.155635062611807,2.47878787878788,6.77575757575758,444000
42,6.7571,.15874079035499,2.96875,6.66517857142857,443900
34,7.7072,.141032464076637,2.77186311787072,7.14448669201521,443800
35,7.1382,.157817109144543,2.55058823529412,6.38117647058824,443800
17,5.9572,.177884615384615,2.40520446096654,5.67038413878563,443800
34,5.6738,.176159479251424,2.77211796246649,6.58981233243968,443600
44,4.149,.198770491803279,2.28733031674208,5.52036199095023,443600
33,7.1088,.138868586463967,2.73571428571429,6.98061224489796,443300
15,8.3996,.131829397250617,3.3781512605042,7.94677871148459,442900
50,3.2426,.278353964536634,1.73548387096774,3.85677419354839,442900
25,4.2289,.223459539717892,2.15433673469388,5.15433673469388,442700
17,8.2069,.15146256817055,2.06785714285714,7.20357142857143,442500
34,5.2971,.163972286374134,2.28908554572271,6.38643067846608,442100
36,4.75,.177129148340664,2.44312796208531,5.92654028436019,442100
32,4.5208,.233705531030901,1.74162679425837,4.60645933014354,442100
30,7.2472,.136876667350708,3.1269592476489,7.63793103448276,441900
14,8.4352,.120746073298429,3.20689655172414,8.10610079575597,441400
36,7.5557,.139863547758285,2.6377358490566,7.74339622641509,441400
27,6.632,.180664652567976,2.49023090586146,5.87921847246892,441100
31,5.4851,.183116697614626,2.17442778216259,5.52565114443567,441100
9,8.6675,.145245559038662,3.74647887323944,6.73943661971831,441000
36,5.4063,.188009191560476,2.29101123595506,5.37865168539326,440900
30,5.2078,.164660568127106,2.48780487804878,6.33231707317073,440500
37,5.0863,.162246934702025,2.73519736842105,5.76809210526316,440300
37,5.8666,.188253012048193,2.74561403508772,5.82456140350877,440100
16,6.2094,.133876996262317,2.67130919220056,8.19777158774373,440000
10,7.472,.152050345107592,2.33123028391167,7.76971608832808,439900
36,6.5304,.147936933914794,3.00968523002421,7.21791767554479,439800
44,4.25,.300064808813999,1.60591133004926,3.80049261083744,439300
22,7.494,.137750893593621,2.57889237199582,7.60083594566353,439200
35,5.1589,.204061578774975,2.2258064516129,5.18336162988115,439200
32,8.6718,.140368342458935,2.46478873239437,7.07394366197183,439100
28,6.5928,.220963172804533,2.38395415472779,5.05730659025788,439100
21,6.9014,.127155667969648,3.23699421965318,8.37957610789981,439000
5,6.035,.196261682242991,2.51269035532995,5.43147208121827,438800
43,7.6091,.196588868940754,2.43037974683544,5.64050632911392,438500
48,6.2642,.152941176470588,2.49748743718593,5.97989949748744,438500
26,5.9522,.16250350827954,2.57217391304348,6.19652173913043,438400
40,5.2114,.187608569774175,2.31530139103555,5.33848531684699,438400
45,3.1445,.205973864343497,1.9066265060241,4.84036144578313,438300
38,2.2148,.314735336194564,1.95070422535211,3.51609657947686,438300
40,7.1845,.173123486682809,2.64625850340136,5.61904761904762,438100
38,6.917,.140364789849326,2.5792349726776,6.89071038251366,438000
15,4.8047,.22134022521691,2.3615664845173,4.93351548269581,438000
13,9.5268,.138704642996488,3.38300835654596,7.13927576601671,437900
19,4.0714,.177957532861476,2.33333333333333,61.8125,437500
34,6.5722,.162143108917871,2.93449781659389,6.1943231441048,437400
16,6.0142,.149659863945578,3.58948863636364,6.890625,437400
42,7.0315,.15400243803332,3.275,6.83611111111111,437300
35,6.4588,.176105828854899,2.19168591224018,5.58660508083141,437100
43,4.125,.207977207977208,2.90685413005272,4.93497363796134,436800
19,5.1514,.161426684280053,3.60327868852459,6.20491803278689,436700
31,4.252,.261264902000404,1.59565916398714,3.97829581993569,436700
10,8.798,.13356875778978,3.07482993197279,8.18707482993197,436600
17,6.3131,.224278715296679,1.96541786743516,5.29394812680115,436400
20,3.9044,.28488160291439,1.57104194857916,3.71447902571042,436400
48,3.2333,.203729281767956,2.37282229965157,5.04529616724739,436400
6,9.2858,.126590038314176,3.90322580645161,8.09553349875931,436100
35,4.4063,.208773991382687,2.2429718875502,5.12650602409639,436100
3,6.7413,.190622972096042,2.25435897435897,6.32205128205128,435900
20,6.0433,.156084656084656,2.5848787446505,6.47075606276748,435900
24,7.7364,.143900343642612,2.73728813559322,6.57627118644068,435800
38,5.697,.173160173160173,2.51554404145078,5.98445595854922,435700
33,3.2462,.282375851996105,1.86068111455108,3.97445820433437,435700
39,4.4081,.211171662125341,1.92766497461929,4.65736040609137,435200
29,4.0313,.232634338138925,2.2984126984127,4.84444444444444,435200
38,5.4165,.219184222321829,1.94214876033058,4.6095041322314,435100
30,4.1827,.22826889928589,1.71907514450867,4.69479768786127,435100
14,8.7783,.125422297297297,2.64451827242525,7.8671096345515,435000
43,5.0322,.301136363636364,1.84526558891455,3.65819861431871,435000
38,7.5953,.159779614325069,2.78888888888889,6.05,434800
44,4.1324,.186476652516677,2.20373250388802,5.12908242612753,434800
4,8.7591,.138747658549639,2.94836146971202,7.42204568023833,434700
30,4.0074,.180606377417669,2.52054794520548,5.8234398782344,434700
2,3.1591,.154185022026432,2.3265306122449,4.63265306122449,434700
32,8.7589,.135469364811692,2.79457364341085,6.8953488372093,434500
45,7.5,.169291338582677,2.21472392638037,6.23312883435583,434500
26,5.2276,.21469010727056,2.01076040172166,4.81492109038737,434500
45,4.5417,.168614357262104,3.09608540925267,6.39501779359431,434500
42,4.0833,.22055239642567,1.77800829875519,5.10788381742739,434400
37,4.0987,.220751879699248,2.12138728323699,4.80491329479769,434000
39,4.2407,.232716282584057,2.25945945945946,4.76936936936937,433800
35,8.0448,.129982046678636,2.75757575757576,7.67217630853995,433300
32,5.5791,.152730787820203,2.46166134185304,6.61022364217252,433300
16,4.625,.184952978056426,2.328125,4.984375,433300
38,4.1304,.264086511098463,1.92723004694836,4.12441314553991,433300
37,3.9219,.16011436740529,2.25531914893617,5.9531914893617,433300
32,6.6689,.147023086269745,2.99141630901288,7.06437768240343,433000
33,6.0884,.173065204143815,2.33687943262411,5.81914893617021,432900
40,5.1626,.185667752442997,2.49802371541502,6.06719367588933,432700
28,7.5372,.14930217461863,2.73318872017354,6.68329718004338,432600
37,3.901,.21529919802591,1.71701112877583,5.15421303656598,432500
48,5.1249,.177641099855282,2.17817371937639,6.15590200445434,432400
26,7.4734,.141031492469192,2.94378194207836,7.46507666098807,432200
39,5.9856,.165266106442577,2.68376068376068,6.1025641025641,432100
32,4.7375,.199636198271942,2.27146464646465,5.5530303030303,431900
26,9.2873,.135296722763508,2.95008605851979,7.77280550774527,431800
19,8.9257,.123652504755866,3.65625,8.21354166666667,431800
37,5.9771,.172238372093023,2.73451327433628,6.08849557522124,431800
43,5.5385,.156771180787191,2.25581395348837,6.97209302325581,431800
28,7.4729,.149230769230769,2.80761099365751,6.87103594080338,431600
27,5.7528,.159589525831564,2.86788154897494,6.4373576309795,431400
33,7.4787,.153562086474842,2.81504702194357,6.79101358411703,431300
51,6.2561,.152755905511811,2.48943661971831,6.70774647887324,431000
32,6.0574,.151208106001559,2.83625730994152,7.50292397660819,431000
26,5.4683,.199538258575198,2.14946619217082,5.39501779359431,430900
33,5.2329,.159359777313848,2.87470997679814,6.66821345707657,430900
14,4.2071,.269762210796915,1.98112020138452,3.91692888609188,430900
26,5.7239,.171332586786114,2.76344086021505,6.40143369175627,430600
19,5.6396,.176278836509529,2.56875934230194,5.96113602391629,430300
37,8.2335,.186266094420601,1.85120350109409,5.09846827133479,430200
39,6.0878,.153722334004024,3.13450292397661,7.26608187134503,430200
23,5.2319,.177409931840312,2.72421784472769,5.95017381228273,430100
26,5.6305,.168858131487889,2.46376811594203,6.98067632850242,430000
29,5.6017,.255635491606715,1.87934560327198,4.26380368098159,430000
19,4.355,.229216933538057,2.14175824175824,5.00989010989011,429200
31,5.1718,.18743961352657,2.48446069469835,5.6764168190128,429100
34,7.7307,.162258392675483,3.2996632996633,6.61952861952862,429000
4,5.5351,.145615183246073,2.93258426966292,8.58426966292135,429000
17,5.4346,.2403951701427,1.98625429553265,6.26116838487973,428600
48,3.2011,.191510365251728,2.26341463414634,4.94146341463415,428300
14,9.0243,.125842696629213,3.38053097345133,7.87610619469027,427700
39,6.6257,.185311284046693,2.53099730458221,5.54177897574124,427600
30,3.7463,.199594046008119,2.00505050505051,4.97643097643098,427600
42,4.5833,.208807339449541,2.16085271317829,5.28100775193798,427500
45,5.0866,.176703645007924,2.88235294117647,5.710407239819,427300
35,4.5179,.210966542750929,2.17874396135266,5.19806763285024,427200
35,7.6659,.140246687985381,2.5,6.840625,426900
13,7.5839,.129065040650407,3.05882352941176,8.26890756302521,426900
42,5.1509,.170519445199891,2.86012861736334,5.91157556270097,426500
35,6.1004,.171052631578947,2.65250965250965,5.86872586872587,426400
28,7.9794,.161750405186386,2.45,6.42708333333333,426100
16,6.7694,.169716088328076,2.41931216931217,6.28968253968254,425900
33,4.3468,.215277777777778,1.95051783659379,4.63981588032221,425900
6,8.7288,.12654776780643,3.35148514851485,8.71584158415842,425800
36,6.46,.172166874221669,2.53484320557491,5.59581881533101,425500
39,3.3125,.20568746548868,2.05246913580247,5.58950617283951,425500
8,9.7037,.119793014230272,3.58333333333333,8.94675925925926,425100
22,5.759,.169585987261146,2.6950146627566,7.36656891495601,425000
28,4.4167,.25905411163187,1.43248175182482,4.28284671532847,425000
2,4.375,.321302816901408,2.08171206225681,4.42023346303502,425000
21,3.8056,.199838839645447,3.53554502369668,5.88151658767773,425000
30,3.4852,.309941520467836,1.73251942286349,3.41620421753607,425000
29,3.4612,.197382769901854,2.07103825136612,5.01092896174863,425000
25,2.8528,.265811455847255,2.11046511627907,3.89767441860465,425000
40,2.3417,.35718043135192,1.47359454855196,3.23850085178876,425000
26,7.8575,.135781858653311,2.5655737704918,7.36475409836066,424600
33,6.1275,.168175417421042,2.39874213836478,6.25283018867925,424400
34,7.139,.147448548068791,2.374,7.094,424000
